temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction_deg,cloud_cover_pct,dew_point_c,visibility_km,uv_index,temp_change_3h,pressure_change_3h,month,will_rain
10.52,58.79,1021.17,26.94,343.02,24.14,2.28,12.58,8.22,3.45,-2.6,7,1
3.01,48.4,996.58,2.82,225.0,76.21,-7.31,17.09,3.36,-2.97,-5.7,1,0
29.4,45.66,1010.9,40.08,258.19,57.39,18.53,5.02,5.23,-4.25,0.95,1,0
19.98,97.11,1007.97,11.35,155.25,3.18,19.4,9.85,1.07,-3.8,-3.29,5,0
14.79,71.33,1016.84,38.45,7.18,54.29,9.05,13.13,1.9,1.18,-1.03,5,0
32.08,21.87,996.21,3.49,232.61,80.59,16.46,9.19,0.68,-3.82,1.68,1,0
27.44,54.41,1031.78,13.92,227.49,27.61,18.32,9.36,6.16,-0.41,0.38,7,1
19.36,90.0,1026.74,7.76,39.75,89.74,17.36,4.89,6.88,4.11,-1.25,7,1
12.2,44.12,1007.55,22.32,166.38,23.63,1.02,19.74,10.08,-0.15,-3.18,6,0
33.72,27.56,1009.75,13.97,329.52,7.65,19.24,9.77,5.96,-2.33,-0.22,7,0
31.5,80.67,1010.95,10.23,73.83,15.99,27.64,10.89,2.87,0.38,1.71,12,1
24.01,68.48,1001.33,36.63,166.0,83.7,17.7,4.76,0.65,-0.21,1.4,6,1
43.47,65.63,1006.35,7.1,166.0,41.73,36.59,10.53,9.73,1.36,3.57,10,0
14.3,24.29,1008.95,3.73,291.87,79.69,-0.84,5.48,5.27,4.86,-1.31,2,0
9.74,31.24,1037.19,14.05,296.85,53.12,-4.01,4.45,8.11,1.19,-2.63,5,0
18.08,69.8,1027.2,14.67,273.34,48.06,12.04,5.88,0.16,6.1,0.62,7,1
24.54,36.63,1027.02,8.67,131.56,80.69,11.87,0.55,5.37,1.37,0.42,2,1
27.43,60.33,1018.55,10.0,25.93,42.35,19.5,11.62,3.58,-2.3,-0.01,5,0
22.59,63.59,996.24,48.12,125.81,80.2,15.31,8.06,0.33,6.86,-1.49,3,1
28.52,42.68,1012.38,19.79,244.72,10.07,17.06,18.02,8.53,-0.37,-5.31,9,0
12.48,95.87,1027.56,1.76,252.99,63.63,11.66,1.29,5.64,-3.16,-2.01,10,1
39.44,87.4,994.13,3.58,347.4,70.26,36.92,1.34,3.66,6.97,1.11,1,1
24.18,77.79,1022.55,55.68,163.31,89.91,19.74,17.77,8.86,-2.2,0.57,7,1
36.17,26.24,1047.84,19.44,227.68,22.43,21.42,2.97,4.92,-2.32,1.93,10,0
28.43,28.49,1028.93,36.98,194.11,60.42,14.13,0.54,0.04,-1.65,0.69,4,0
29.57,59.42,1034.21,5.43,54.22,43.33,21.45,3.99,10.39,0.49,1.47,12,0
30.7,32.86,1016.28,20.31,166.03,38.28,17.27,16.57,2.81,2.79,1.53,5,0
29.48,98.26,1027.52,18.78,196.14,10.67,29.13,16.15,9.14,-7.95,0.04,1,1
31.43,32.68,1002.23,5.24,342.27,13.42,17.96,7.13,8.98,2.78,0.05,5,0
38.29,59.0,1024.94,12.0,131.95,83.7,30.09,13.53,1.79,-1.66,-5.82,11,1
26.97,49.13,1022.82,14.81,352.84,74.98,16.79,10.39,5.21,-1.24,-1.31,8,1
32.09,71.15,1017.35,9.84,195.23,38.23,26.32,18.14,0.44,5.15,-1.23,6,1
24.1,30.32,1032.74,26.33,87.29,82.85,10.17,1.6,3.9,0.64,-0.22,2,0
39.4,54.43,1004.92,26.83,69.0,8.08,30.29,16.36,8.04,1.34,-1.86,2,0
18.24,41.98,1010.19,28.52,51.01,62.48,6.63,3.83,2.61,-0.15,1.88,11,0
43.01,91.02,1014.43,24.4,163.06,86.82,41.21,8.14,1.29,2.29,-1.76,9,1
24.6,23.25,997.56,10.04,7.89,83.89,9.25,4.24,5.58,4.85,2.2,12,0
10.69,93.1,1016.4,7.21,160.22,37.28,9.31,14.2,5.91,-7.43,-1.92,1,1
26.28,86.64,987.22,26.7,355.83,74.52,23.61,13.73,7.43,3.25,-1.21,12,1
18.19,43.81,1028.7,10.11,241.24,42.75,6.95,11.18,8.35,4.64,-1.36,2,0
33.41,83.14,1013.7,4.24,273.52,84.01,30.04,14.11,7.65,1.5,-0.99,8,1
18.47,22.5,1005.19,10.62,42.84,53.08,2.97,12.97,9.3,-2.03,2.36,6,0
20.54,97.35,1000.48,2.29,170.32,76.49,20.01,15.64,2.45,-3.46,-0.65,3,1
6.1,62.13,1009.48,17.65,103.04,7.86,-1.47,5.17,6.27,7.09,-0.6,3,0
20.48,44.26,1023.32,6.14,321.88,59.0,9.33,8.86,3.96,-2.71,-1.48,11,0
0.76,49.01,1021.22,4.53,65.27,55.03,-9.44,3.46,10.58,4.55,-0.52,9,0
9.16,25.31,1002.42,47.03,165.14,61.0,-5.78,8.88,4.84,1.17,0.43,2,0
32.6,99.15,1000.31,22.5,211.7,69.56,32.43,14.18,10.56,6.14,-0.43,10,1
32.86,23.14,1022.85,23.2,185.05,91.81,17.49,13.98,8.46,-0.95,-0.3,5,0
29.25,72.39,1002.16,14.66,298.89,78.57,23.73,14.33,7.9,-4.82,2.03,7,0
15.33,55.42,1013.9,27.41,83.32,21.96,6.41,6.52,5.41,0.01,0.55,6,0
24.52,95.91,1014.86,21.35,135.86,82.59,23.71,13.41,4.88,-4.46,-2.3,1,1
24.96,39.68,1017.68,13.7,285.15,12.21,12.9,7.67,5.79,8.03,-0.17,12,0
13.42,62.57,1025.87,48.71,190.11,62.22,5.93,18.92,3.23,1.89,-1.08,10,1
40.03,58.59,994.06,3.19,144.76,88.28,31.75,7.2,9.95,2.33,1.04,3,0
33.77,76.23,984.33,43.07,10.6,10.11,29.02,12.26,8.74,2.34,0.21,5,1
22.79,25.44,1004.49,7.7,271.22,84.97,7.88,15.13,8.82,-2.08,2.26,12,0
25.27,35.5,1040.02,11.27,349.99,79.86,12.37,18.17,4.76,-0.4,-1.48,3,0
27.08,37.17,1043.33,1.96,223.3,50.38,14.52,9.04,0.78,0.33,-0.38,3,0
4.58,79.05,1040.47,11.65,308.35,30.89,0.39,7.53,7.51,5.83,-2.13,5,0
22.53,35.13,1010.11,14.17,186.08,40.54,9.55,8.89,4.12,-3.47,-0.08,8,0
18.18,65.88,986.27,91.13,83.41,96.87,11.36,6.81,9.57,-2.19,-3.07,10,1
14.98,37.22,977.85,55.45,5.2,20.17,2.43,13.25,8.58,-1.09,0.64,8,0
22.19,88.93,1003.79,50.9,235.22,57.96,19.97,18.69,1.6,-2.02,-0.11,8,1
42.98,95.37,1010.03,6.42,177.52,8.32,42.05,2.96,6.62,-4.38,0.31,6,0
31.41,61.48,1032.51,71.11,281.56,21.79,23.7,11.44,7.61,-8.11,1.58,9,0
19.29,48.18,1026.02,9.12,250.09,76.33,8.93,18.0,6.25,-5.48,0.45,5,0
30.73,38.72,1016.41,28.64,355.66,30.26,18.47,2.45,5.65,3.3,-2.55,10,0
38.99,23.98,999.65,3.66,183.71,98.58,23.79,10.13,2.51,-0.02,-1.11,7,0
34.25,41.48,998.59,10.57,153.78,50.08,22.54,17.37,2.59,2.51,-0.16,1,0
25.6,72.34,1016.81,50.73,103.23,51.65,20.06,18.06,8.45,-1.75,-0.66,4,1
18.53,62.69,1023.46,44.07,171.67,3.63,11.07,10.53,0.21,-0.3,-0.41,1,0
31.98,95.52,1018.88,17.27,314.23,95.65,31.09,0.99,8.57,4.84,3.24,10,1
28.93,51.7,997.48,23.98,15.28,17.42,19.28,2.56,5.79,4.66,0.2,2,0
33.95,75.51,1022.76,2.91,352.04,53.83,29.05,11.94,10.3,2.83,0.76,6,0
31.35,59.15,1019.39,19.18,357.59,39.57,23.18,2.92,10.97,0.61,-4.02,1,1
35.5,61.01,996.94,14.44,215.22,41.56,27.7,3.41,7.3,1.55,1.49,9,0
19.65,41.42,1001.24,1.44,119.36,64.33,7.93,15.56,4.53,1.11,5.7,6,0
38.17,56.4,1023.33,1.8,80.3,66.21,29.45,15.14,5.23,-0.5,2.69,8,0
26.98,57.66,1009.48,1.72,99.54,15.43,18.51,16.93,2.25,-1.21,-0.88,10,0
45.75,76.53,1036.84,19.33,18.04,49.96,41.06,2.56,1.09,3.37,4.56,10,1
18.11,95.25,1020.52,2.29,171.04,79.05,17.16,4.36,6.37,-3.89,0.05,8,1
42.36,46.35,1005.7,9.46,20.64,44.33,31.63,16.74,8.86,4.46,0.61,12,0
26.98,23.38,1012.85,6.62,258.65,16.58,11.65,14.56,2.88,-0.83,-0.53,2,0
18.49,59.7,1013.95,11.99,133.89,31.32,10.43,16.22,4.62,-3.94,-0.59,2,0
20.16,63.56,1002.07,18.39,71.77,21.24,12.87,19.8,6.1,-1.64,-4.5,3,1
21.8,33.48,999.31,17.31,196.15,12.58,8.49,17.36,9.99,-2.62,1.57,11,0
29.24,80.84,1023.52,10.87,350.55,37.76,25.41,10.65,1.52,-1.73,-0.59,8,1
30.23,98.79,1025.68,9.36,250.25,54.09,29.99,6.56,2.61,-1.78,-0.38,11,1
19.26,95.66,1022.06,7.61,177.03,7.28,18.4,11.61,10.1,-1.9,0.55,8,1
24.76,35.77,1035.73,29.7,279.69,60.38,11.91,12.95,0.43,-0.92,-0.83,5,0
46.42,90.03,1004.87,6.03,265.49,99.3,44.43,7.04,7.22,-0.19,0.53,2,0
42.28,76.36,1038.11,4.5,321.02,96.41,37.55,15.53,7.03,2.29,2.41,11,1
29.36,56.31,999.49,20.4,73.68,82.92,20.62,2.31,4.22,-0.73,0.81,4,1
25.38,63.25,997.81,6.69,309.2,26.63,18.03,15.7,5.15,0.98,-0.31,4,0
26.2,87.97,986.6,28.16,108.37,2.24,23.79,1.12,9.4,0.02,-0.25,7,1
31.14,58.41,1006.31,5.96,338.76,83.35,22.82,10.21,1.81,1.62,0.4,4,1
14.77,49.86,1005.44,18.16,101.18,5.57,4.74,17.3,2.55,0.14,-1.66,10,0
22.43,59.46,1020.89,0.69,333.67,20.56,14.32,2.19,5.64,-1.94,0.42,6,0
8.31,66.33,1016.66,7.31,346.96,54.45,1.58,10.6,4.51,-2.75,1.37,11,0
28.99,35.13,995.11,6.31,52.38,17.84,16.02,3.61,6.32,0.63,0.18,2,0
31.47,92.07,1007.11,25.45,350.82,83.38,29.89,17.95,10.13,3.82,-0.85,2,1
20.17,73.93,1007.43,51.19,30.86,77.72,14.96,16.73,10.09,-0.69,-0.57,12,1
40.74,70.66,986.36,9.27,78.68,75.58,34.87,18.71,2.53,-2.1,1.3,11,1
12.74,27.96,998.29,26.13,159.9,81.61,-1.67,17.56,3.32,-0.77,-2.2,5,0
10.36,68.33,1001.44,18.04,357.7,21.97,4.02,14.86,1.78,-1.68,-1.63,1,0
27.24,29.68,1034.5,51.35,175.88,72.89,13.18,4.11,10.21,-2.0,-3.21,2,0
35.47,26.3,1015.87,25.0,198.15,35.53,20.73,6.4,4.38,-4.33,0.07,3,0
41.84,62.18,1022.93,1.21,249.99,66.68,34.28,10.19,4.95,-0.73,1.72,9,1
20.41,52.22,990.52,18.74,348.59,12.2,10.86,11.98,8.83,0.71,2.66,9,0
35.79,67.1,1030.91,11.5,282.01,70.56,29.21,15.75,5.64,-3.25,3.1,7,1
24.61,27.14,1032.52,0.25,80.7,97.21,10.04,4.93,1.32,-2.64,-1.38,5,0
23.27,54.48,983.02,4.34,109.08,4.36,14.17,3.0,4.82,-2.84,0.5,2,0
33.84,33.98,1002.42,38.22,35.15,9.38,20.63,9.91,6.94,-4.16,-0.8,2,0
31.52,98.97,1020.44,39.07,232.0,12.36,31.32,3.58,7.91,-2.87,3.3,8,1
9.24,64.89,1022.67,24.06,65.07,43.06,2.21,14.03,7.1,-0.59,2.61,3,0
39.77,74.99,1002.82,60.08,92.67,29.08,34.76,11.72,1.31,-4.03,0.34,7,1
38.8,46.03,1008.42,24.64,319.72,80.69,28.01,14.95,3.35,-0.41,-1.24,6,0
18.74,27.58,1004.04,0.15,117.63,47.38,4.26,1.74,8.07,-2.11,-6.9,6,0
28.96,98.07,1014.66,5.09,203.99,48.45,28.57,19.31,9.68,-2.79,-2.87,3,1
29.94,42.9,1030.96,0.47,143.12,71.7,18.52,0.5,0.52,1.13,-3.7,6,1
27.61,53.9,1001.43,1.48,26.65,36.2,18.39,6.85,0.46,-1.92,-2.89,4,0
19.5,71.99,1028.01,3.7,130.63,35.32,13.89,13.75,7.08,-1.41,3.76,1,0
18.28,21.98,1001.27,10.5,146.9,75.69,2.68,1.38,6.03,3.89,-2.59,12,0
24.74,84.82,1000.29,28.21,322.45,78.0,21.71,2.13,1.71,-2.76,-2.12,8,1
36.73,62.93,1025.28,29.7,116.8,1.44,29.31,2.0,6.03,4.7,-1.84,9,0
30.44,42.26,1026.83,14.36,136.53,14.38,18.89,11.84,10.72,-1.04,5.2,3,0
21.29,24.93,1025.77,39.5,281.84,21.31,6.28,17.97,6.94,-3.41,-0.12,11,0
32.72,33.0,993.26,10.4,273.22,35.16,19.32,11.33,4.94,-1.66,1.99,1,0
-3.49,91.6,1006.01,32.98,287.38,29.14,-5.16,12.27,9.1,0.21,0.35,1,1
36.49,74.88,1025.34,9.08,343.36,66.85,31.46,7.25,2.34,3.76,-3.97,1,1
7.6,39.99,1013.62,4.87,286.4,82.81,-4.4,0.87,4.56,2.4,3.07,9,0
21.38,25.25,996.89,37.23,146.74,19.21,6.43,0.92,5.81,0.19,0.8,10,0
13.8,75.25,1019.87,7.36,295.74,56.3,8.85,17.82,5.55,3.78,-0.24,5,0
12.05,65.79,1002.28,10.5,183.12,36.78,5.21,2.5,10.13,-5.64,3.52,3,0
36.61,52.36,1039.92,5.98,99.98,50.58,27.08,20.0,3.22,0.75,-0.69,10,0
20.32,49.09,1036.17,16.31,109.05,62.08,10.14,3.71,0.62,0.93,-0.29,9,1
28.47,37.35,1022.06,79.57,80.58,89.36,15.93,13.66,10.08,0.97,-0.69,10,0
24.53,73.57,1033.42,0.39,52.2,19.23,19.24,19.0,2.39,-4.83,2.15,9,0
29.77,97.65,1013.97,34.52,66.42,8.7,29.3,7.56,4.17,-3.05,1.63,6,1
25.77,34.06,1024.48,0.06,22.74,62.72,12.58,14.82,5.84,-0.5,0.56,5,0
12.17,67.77,1035.17,6.79,319.84,39.41,5.72,7.34,10.73,3.34,-2.1,1,0
34.96,53.93,1016.68,2.77,335.16,16.29,25.75,6.45,5.89,5.75,-0.74,6,0
20.06,55.74,1009.17,21.24,211.24,11.71,11.21,4.44,4.93,-1.99,-2.1,5,1
9.43,40.33,987.43,0.78,302.58,55.89,-2.5,16.51,6.42,-3.93,2.32,9,0
20.72,86.01,1011.75,12.09,66.09,30.05,17.92,5.52,10.68,2.45,-3.15,7,0
40.01,58.82,1025.35,5.24,324.6,99.74,31.77,6.02,9.0,7.84,3.19,3,1
33.5,63.47,1027.18,2.15,182.29,40.59,26.2,19.98,1.86,3.32,2.58,5,0
21.51,44.38,1020.57,22.16,24.18,21.23,10.39,6.88,8.84,-2.25,-1.84,6,0
21.51,34.54,1004.88,3.68,50.87,62.88,8.42,8.74,9.25,8.58,-0.83,11,0
21.78,26.87,983.35,3.8,111.23,24.43,7.16,19.81,7.6,2.06,-1.42,2,0
45.77,77.13,1005.57,4.83,15.68,49.41,41.19,7.7,7.23,-2.37,0.86,7,1
28.82,35.7,1008.43,13.26,111.35,48.26,15.96,7.64,4.85,5.8,2.82,9,0
29.3,75.21,1008.31,16.17,21.57,45.36,24.34,16.64,7.06,-2.61,2.37,10,1
35.3,51.23,1022.28,0.27,84.97,79.61,25.55,6.58,8.11,-1.86,-0.87,9,1
27.39,53.26,1042.79,4.15,95.64,21.66,18.04,5.06,1.35,2.18,2.51,5,0
22.41,57.53,1014.85,8.46,357.97,90.43,13.92,8.75,2.83,-0.07,2.34,8,1
23.04,49.42,1009.75,6.05,84.8,79.13,12.92,14.16,2.13,0.11,-0.38,9,0
24.28,28.05,1009.11,32.33,86.11,33.31,9.89,1.34,9.25,0.12,-0.02,6,0
24.63,44.77,1014.87,23.25,247.24,18.06,13.58,7.79,7.48,3.34,3.08,12,0
32.28,73.1,1000.58,14.75,309.37,27.95,26.9,7.25,4.96,-6.97,2.12,4,0
25.52,73.26,1014.8,6.19,139.34,33.26,20.17,5.27,9.09,0.85,2.45,4,0
32.33,42.9,1019.76,18.09,315.22,55.69,20.91,13.26,7.88,-0.87,5.17,3,0
24.19,56.81,1016.15,27.83,122.45,4.64,15.55,6.15,10.05,-2.26,1.09,12,0
25.79,35.48,1019.86,13.55,70.93,91.44,12.88,12.33,0.84,-2.27,0.65,9,1
5.02,36.83,1019.51,23.02,118.67,9.87,-7.62,10.33,5.6,-7.91,2.72,10,0
34.16,21.84,986.42,20.74,219.37,27.93,18.53,4.74,7.77,-2.4,3.98,11,0
28.46,91.74,1022.55,12.72,132.17,10.93,26.81,5.7,2.28,3.87,-1.22,11,1
34.98,36.86,1002.93,5.61,242.24,25.67,22.35,3.83,3.6,2.5,-0.4,6,0
-3.96,38.2,996.56,20.54,85.3,83.77,-16.32,1.6,4.61,-0.57,-2.04,8,1
45.88,42.37,996.43,3.48,252.36,61.52,34.36,12.57,8.74,-4.23,0.69,2,0
23.6,30.19,1019.5,22.68,125.08,22.73,9.64,13.62,5.43,2.47,1.78,4,0
36.08,71.14,1009.66,24.49,164.11,87.18,30.31,3.74,5.42,3.93,-1.9,2,1
14.6,26.01,987.77,25.9,200.79,80.07,-0.2,12.5,4.74,3.1,2.27,11,0
31.13,30.74,1020.17,9.61,247.04,75.36,17.27,19.65,2.51,-2.91,-0.91,11,0
14.47,71.58,991.41,3.21,85.94,84.76,8.78,1.95,10.15,-2.59,-1.07,3,0
18.76,47.17,1015.1,1.58,300.94,61.96,8.2,10.06,3.5,4.97,2.26,2,0
44.14,76.64,1016.58,20.4,259.86,50.14,39.47,14.79,6.24,-3.63,-1.25,9,0
23.09,64.59,1026.28,32.61,84.28,37.39,16.01,1.4,1.64,1.43,-2.81,9,1
27.17,40.48,1039.73,15.78,350.99,22.38,15.27,15.68,4.78,-5.33,1.49,6,0
33.7,72.07,992.53,2.34,239.33,55.74,28.11,19.6,9.94,-0.9,-0.26,12,1
29.96,29.3,1012.21,40.98,162.87,88.95,15.82,2.23,10.95,1.76,2.4,7,0
26.5,62.91,1008.85,67.79,56.71,59.4,19.09,16.53,3.98,-0.09,1.67,5,1
28.65,54.97,1019.51,8.52,191.96,91.96,19.64,7.88,1.69,1.57,-3.5,10,1
49.03,41.43,1016.24,13.55,59.32,35.69,37.32,3.31,3.46,-3.68,2.63,1,0
24.42,68.32,1007.71,22.52,154.62,69.51,18.09,10.12,3.6,-2.46,3.8,4,1
27.01,89.71,1006.39,20.0,147.14,64.87,24.95,1.89,7.09,1.45,2.07,4,1
35.51,99.91,996.25,51.53,259.18,67.04,35.49,10.68,5.46,2.09,2.15,12,1
36.06,68.62,1027.82,1.83,69.26,64.5,29.78,0.88,8.45,0.66,-0.5,8,0
36.87,52.38,1019.89,13.04,295.87,22.17,27.35,14.71,7.71,2.84,-0.95,5,0
31.39,38.02,1026.77,17.66,117.41,14.36,18.99,10.02,2.76,-4.97,0.42,3,0
13.57,40.57,1008.34,33.12,159.84,97.86,1.68,9.45,8.63,-1.4,1.84,1,0
41.33,58.36,1003.15,31.09,278.04,4.53,33.01,4.33,9.32,5.47,1.79,1,0
13.54,49.38,996.83,57.25,225.14,46.77,3.41,7.54,6.58,3.85,-0.88,5,0
28.03,93.11,1018.38,10.76,110.89,42.51,26.65,4.05,10.2,1.9,-1.08,8,1
17.46,49.46,997.4,26.65,139.03,36.0,7.35,14.84,8.61,-0.47,-2.98,9,0
24.36,49.88,1040.73,8.36,110.08,78.2,14.33,4.38,6.55,3.1,1.29,10,0
28.29,50.68,993.39,8.23,214.12,74.54,18.42,12.53,9.97,1.29,-0.78,10,0
28.21,86.93,1017.1,4.38,119.74,90.52,25.6,5.95,6.6,-4.55,-0.6,2,1
29.22,72.06,1036.5,25.58,261.25,39.55,23.63,13.31,5.73,2.99,3.46,5,1
41.14,69.13,1021.99,63.83,208.72,56.42,34.96,11.04,3.92,-2.6,1.2,4,0
29.54,46.73,1015.64,4.44,52.45,89.23,18.88,8.76,9.71,2.28,0.65,12,0
22.56,85.43,998.47,0.87,111.7,99.38,19.64,13.62,1.35,-4.85,1.66,3,1
34.64,23.07,992.27,25.36,79.72,96.93,19.25,8.61,5.21,4.8,2.84,11,0
36.89,89.66,1024.55,14.52,140.51,71.78,34.83,16.52,5.91,-0.82,-3.23,8,1
12.72,61.02,1035.59,48.17,185.75,14.32,4.93,14.73,6.1,-3.33,-1.13,2,0
30.97,51.86,1006.42,4.36,182.43,2.32,21.35,11.04,7.17,-2.07,-0.46,2,0
32.01,59.77,995.91,1.11,271.63,82.52,23.97,17.6,5.56,-1.01,-1.96,5,1
22.02,73.39,976.13,10.17,68.1,84.09,16.7,16.66,2.82,-0.02,-0.53,10,0
38.76,21.02,998.29,1.34,340.73,74.64,22.96,10.87,9.43,3.95,-3.1,10,0
23.5,89.72,1011.3,4.55,123.42,27.99,21.44,1.83,7.23,0.21,1.84,10,1
26.26,55.74,1036.99,2.02,108.09,63.98,17.4,11.54,9.44,-6.51,-1.04,1,0
23.27,47.44,1023.1,3.81,246.66,31.62,12.76,7.43,3.04,-3.69,0.4,12,0
25.16,31.06,1017.58,1.68,289.99,45.06,11.37,11.03,7.01,8.27,0.1,7,0
14.04,55.16,1007.0,46.16,136.25,38.24,5.07,13.12,7.86,0.41,1.11,9,0
10.6,59.71,1004.25,4.9,268.86,91.36,2.54,13.07,4.22,2.85,-4.92,2,1
40.95,52.29,1034.08,8.8,318.14,23.42,31.4,13.63,8.93,-0.93,0.9,10,0
16.53,74.29,1016.01,34.33,276.05,57.76,11.39,13.75,0.03,-3.01,-0.55,1,1
15.09,53.67,981.46,16.97,12.31,36.1,5.82,2.63,6.54,-1.44,0.81,9,0
3.47,96.91,1002.9,14.44,297.85,66.31,2.85,4.24,6.75,0.38,-2.36,2,1
18.61,67.94,1000.13,18.34,278.81,56.46,12.2,12.8,5.87,-1.38,0.83,9,0
11.77,84.6,1004.81,26.48,240.94,92.4,8.69,8.46,6.93,5.76,2.6,8,1
41.42,28.75,1021.44,31.52,273.61,10.16,27.17,15.38,1.84,-1.85,0.38,7,0
35.1,51.78,1011.39,15.44,352.59,22.06,25.45,2.94,7.53,-3.16,-1.43,11,0
18.12,46.95,1011.85,33.11,155.2,76.63,7.51,4.23,3.69,2.43,-1.35,1,1
47.52,65.56,1032.7,11.5,24.2,36.88,40.64,11.39,4.97,2.8,1.15,4,1
34.82,88.89,1002.55,4.87,165.92,16.58,32.6,10.26,3.66,0.09,1.14,11,0
21.75,26.27,1040.96,31.81,16.72,50.33,7.01,5.69,5.21,-1.81,0.71,11,0
0.01,25.81,1002.93,11.7,105.93,65.21,-14.83,8.46,6.84,-5.7,-0.08,7,0
47.91,88.03,1014.34,35.49,211.28,4.48,45.51,1.18,9.22,3.66,0.41,6,1
11.1,37.03,1008.78,0.61,111.46,29.16,-1.49,1.22,5.32,2.61,-0.13,1,0
8.55,73.5,1014.85,7.6,246.74,80.94,3.25,2.35,3.56,-1.32,-0.76,7,1
35.23,63.43,1019.67,44.29,295.92,52.02,27.91,11.75,5.37,0.18,1.51,2,0
49.4,86.63,1019.51,4.31,151.36,3.54,46.72,17.34,7.58,-0.68,0.62,12,0
38.84,30.01,1001.7,42.59,324.05,28.2,24.84,5.57,3.81,4.89,2.58,8,0
30.64,30.38,996.16,46.15,28.74,63.91,16.72,1.16,4.56,-3.11,2.23,2,0
30.95,64.55,1050.55,32.07,302.44,19.94,23.86,14.32,6.19,-1.86,0.55,4,0
33.53,95.71,1005.74,12.44,298.29,82.74,32.68,17.18,3.23,-2.15,1.19,6,1
32.59,53.2,1023.49,15.62,115.92,67.66,23.23,3.19,2.3,0.93,-1.91,8,1
27.81,46.16,988.89,30.56,107.54,47.14,17.04,8.02,1.54,0.17,-0.16,12,0
26.04,68.54,1008.81,22.43,109.83,91.56,19.75,3.6,3.88,0.6,0.69,11,1
24.37,94.44,1011.09,14.92,292.1,39.18,23.26,2.57,0.53,-2.64,-3.17,3,1
17.46,86.95,1020.09,60.48,299.4,23.51,14.85,13.14,6.42,4.45,0.86,12,1
22.19,99.64,972.16,17.36,118.7,66.14,22.12,19.37,1.94,-1.36,-1.92,6,1
8.07,21.81,1015.49,55.63,213.33,57.33,-7.57,13.72,4.15,3.56,-1.7,6,0
24.02,29.03,995.75,0.89,50.02,33.52,9.82,19.7,2.96,9.42,-1.06,1,0
15.11,68.76,1017.87,2.24,168.76,34.37,8.87,8.97,6.93,-2.62,-0.06,6,1
13.96,85.65,997.46,9.01,359.57,39.82,11.09,18.01,9.35,1.03,-2.66,1,0
26.8,42.82,1000.17,7.29,57.18,29.11,15.36,4.5,6.97,-0.39,1.71,9,1
38.92,39.14,1008.9,22.9,341.12,71.02,26.75,2.8,5.97,6.09,0.35,4,0
34.18,82.96,997.22,2.63,296.73,65.14,30.77,14.2,7.36,-0.84,3.85,5,1
9.29,24.51,1005.87,56.01,350.0,44.08,-5.8,7.74,0.33,0.75,0.6,1,0
15.1,49.55,995.1,5.68,64.65,39.79,5.01,6.69,1.35,0.68,1.14,1,1
34.41,60.46,985.5,8.4,76.87,36.51,26.5,13.59,1.04,-0.3,-1.71,12,0
15.18,64.83,1028.27,4.82,6.07,28.35,8.14,7.0,1.08,2.27,-2.36,9,0
22.75,78.29,993.56,12.99,260.89,8.57,18.41,11.66,2.87,0.28,1.24,6,1
30.5,48.39,1010.32,0.91,231.87,26.82,20.18,6.34,5.85,1.45,-2.19,10,0
15.32,69.01,1024.29,2.43,64.1,32.12,9.12,15.78,1.26,0.64,1.28,10,0
26.05,66.83,1003.78,20.54,284.81,54.77,19.42,6.59,10.29,-1.81,3.41,6,0
11.66,63.81,1000.62,3.1,107.71,77.38,4.42,10.93,9.4,-0.81,1.89,5,0
18.99,71.24,1016.39,4.03,48.6,39.57,13.23,0.95,10.69,1.67,1.14,6,0
28.2,40.76,1029.77,23.62,152.12,94.48,16.35,15.94,0.47,1.65,0.54,8,1
9.07,26.77,995.46,1.47,32.75,82.73,-5.58,12.6,9.37,3.74,-0.77,7,0
29.4,29.54,1010.75,8.63,94.77,98.48,15.31,4.25,8.84,5.58,-0.23,7,1
24.8,37.97,987.01,0.35,133.68,87.62,12.4,4.7,9.92,-1.56,-1.13,9,0
30.52,60.02,1007.1,6.39,306.67,61.67,22.53,5.62,5.81,0.4,-2.63,9,0
27.24,87.24,1013.51,18.01,285.32,59.85,24.69,11.74,8.67,-0.58,0.07,9,1
38.64,76.1,1000.18,1.42,159.39,12.95,33.86,11.19,0.56,-3.32,2.22,1,1
26.25,83.12,1006.15,32.88,260.85,72.24,22.88,5.84,0.83,1.69,-2.58,12,1
20.71,48.08,991.88,36.04,204.71,60.02,10.32,14.03,1.3,2.33,2.8,11,0
26.22,52.37,1014.16,1.66,122.7,50.69,16.7,17.84,10.06,-3.23,2.43,11,0
30.43,51.49,1028.84,70.22,261.31,69.33,20.73,1.35,0.67,-1.12,0.79,6,1
25.49,35.35,996.54,5.3,246.06,44.4,12.56,8.64,1.1,-1.42,0.81,5,0
25.41,24.9,1003.66,1.32,222.87,52.39,10.39,12.07,10.23,-4.53,-0.37,8,0
17.98,67.27,1020.54,0.08,222.46,39.84,11.43,11.94,1.18,-0.11,0.08,11,0
18.37,99.14,1031.18,7.88,245.87,71.74,18.2,0.88,9.57,-3.44,-0.93,10,1
10.97,33.35,990.6,14.91,138.44,87.66,-2.36,4.61,8.68,0.48,0.06,8,1
42.5,23.73,1010.47,6.06,312.87,84.08,27.24,1.71,0.44,0.81,0.28,8,0
